Timestep,Auditory_Position,Visual_Position,Causal_Structure,Prob_Common,Noise_Std,Signal_Noise_Std,Azimuth_Min,Azimuth_Max,Starting_Position
1,-7.53054398293646,-7.791909528642856,true,0.7,2.0,0.5,-30.0,30.0,shared
2,-4.295025865391932,-4.624568372909801,true,0.7,2.0,0.5,-30.0,30.0,shared
3,-6.0157721519637795,-7.66300256723691,false,0.7,2.0,0.5,-30.0,30.0,shared
4,-6.5338479610658755,-7.2504372578349985,true,0.7,2.0,0.5,-30.0,30.0,shared
5,-8.264566244946822,-9.130232824612554,true,0.7,2.0,0.5,-30.0,30.0,shared
6,-11.327056942864406,-11.138834639399827,true,0.7,2.0,0.5,-30.0,30.0,shared
7,-10.449509182885407,-10.658242398755755,true,0.7,2.0,0.5,-30.0,30.0,shared
8,-11.671636151718491,-11.459726493142304,true,0.7,2.0,0.5,-30.0,30.0,shared
9,-13.528782755652225,-12.544774005607326,true,0.7,2.0,0.5,-30.0,30.0,shared
10,-11.659514133982235,-11.43016505612347,true,0.7,2.0,0.5,-30.0,30.0,shared
11,-9.725504661168394,-9.455882275395641,true,0.7,2.0,0.5,-30.0,30.0,shared
12,-8.195805177451716,-8.915397984995778,true,0.7,2.0,0.5,-30.0,30.0,shared
13,-11.34261106120315,-11.494690399668972,true,0.7,2.0,0.5,-30.0,30.0,shared
14,-10.607646342590686,-10.483943894940154,true,0.7,2.0,0.5,-30.0,30.0,shared
15,-12.23924171452348,-12.952449681712814,true,0.7,2.0,0.5,-30.0,30.0,shared
16,8.237049531909316,-0.6991392346226728,false,0.7,2.0,0.5,-30.0,30.0,shared
17,-13.769396052568641,-13.41509180429623,true,0.7,2.0,0.5,-30.0,30.0,shared
18,-11.711378066730571,-12.180696969937886,true,0.7,2.0,0.5,-30.0,30.0,shared
19,-9.677567137746063,-10.518744410739615,true,0.7,2.0,0.5,-30.0,30.0,shared
20,-8.516697269561657,-8.951015864710689,true,0.7,2.0,0.5,-30.0,30.0,shared
21,13.2709993213704,5.912458807059708,false,0.7,2.0,0.5,-30.0,30.0,shared
22,10.757892552381067,10.099809714921408,false,0.7,2.0,0.5,-30.0,30.0,shared
23,-0.10308917631389558,0.4384352765019598,true,0.7,2.0,0.5,-30.0,30.0,shared
24,3.840664254434367,4.087980494055647,true,0.7,2.0,0.5,-30.0,30.0,shared
25,9.377953994639704,4.056896020386282,false,0.7,2.0,0.5,-30.0,30.0,shared
26,4.311844238107497,3.7554602096939136,true,0.7,2.0,0.5,-30.0,30.0,shared
27,4.101836975283432,3.9342147807566317,true,0.7,2.0,0.5,-30.0,30.0,shared
28,4.280815273902471,4.154509419661549,true,0.7,2.0,0.5,-30.0,30.0,shared
29,13.71258327545547,1.3772782398097694,false,0.7,2.0,0.5,-30.0,30.0,shared
30,3.581669828271827,5.344799015383257,true,0.7,2.0,0.5,-30.0,30.0,shared
31,5.6546510383534185,5.762307459345735,true,0.7,2.0,0.5,-30.0,30.0,shared
32,8.143099633936663,7.890007350604944,true,0.7,2.0,0.5,-30.0,30.0,shared
33,9.791973145984786,10.13128278345923,true,0.7,2.0,0.5,-30.0,30.0,shared
34,4.285920258373862,5.2673938011928385,true,0.7,2.0,0.5,-30.0,30.0,shared
35,5.925473024017081,5.105257358708333,true,0.7,2.0,0.5,-30.0,30.0,shared
36,7.859878314292074,9.002218282445964,true,0.7,2.0,0.5,-30.0,30.0,shared
37,8.664442814712196,8.63978770135665,true,0.7,2.0,0.5,-30.0,30.0,shared
38,9.18870117005383,9.541594362534855,true,0.7,2.0,0.5,-30.0,30.0,shared
39,12.950745734365944,12.845782440497564,false,0.7,2.0,0.5,-30.0,30.0,shared
40,8.260496446868801,8.251182689165505,true,0.7,2.0,0.5,-30.0,30.0,shared
41,11.738510600860593,14.380185137422094,false,0.7,2.0,0.5,-30.0,30.0,shared
42,11.906951903280383,11.456603926436477,true,0.7,2.0,0.5,-30.0,30.0,shared
43,16.238284091378667,14.645236546341863,false,0.7,2.0,0.5,-30.0,30.0,shared
44,10.006870520751786,10.09191296809955,true,0.7,2.0,0.5,-30.0,30.0,shared
45,12.77525648891476,14.082427026346213,true,0.7,2.0,0.5,-30.0,30.0,shared
46,20.737588280251607,12.463471966356026,false,0.7,2.0,0.5,-30.0,30.0,shared
47,14.72004010100231,13.840764718806438,true,0.7,2.0,0.5,-30.0,30.0,shared
48,16.633884780115082,17.529206238489476,true,0.7,2.0,0.5,-30.0,30.0,shared
49,16.41152035690542,15.94477092651438,true,0.7,2.0,0.5,-30.0,30.0,shared
50,14.992507038851288,15.26014494756953,true,0.7,2.0,0.5,-30.0,30.0,shared
51,18.05201213060228,19.827044624687183,true,0.7,2.0,0.5,-30.0,30.0,shared
52,20.207125048307145,21.15556932733007,true,0.7,2.0,0.5,-30.0,30.0,shared
53,19.977554214037635,20.34819924590516,true,0.7,2.0,0.5,-30.0,30.0,shared
54,21.784987153195154,21.5930456503729,true,0.7,2.0,0.5,-30.0,30.0,shared
55,22.409969572259904,23.23753378421827,true,0.7,2.0,0.5,-30.0,30.0,shared
